,SchoolTo,SchoolToYear,SchoolFrom,SchoolFromYear,Subject,SchoolToCourseDept,SchoolToCourseNo,SchoolToCourseTitle,SchoolToCourseUnits,SchoolFromCourseDept,SchoolFromCourseNo,SchoolFromCourseTitle,SchoolFromCourseUnits
1,"University of California, Berkeley",2019-2020,Victor Valley College,2019-2020,African American Studies,AFRICAM,4B,Africa: History and Culture,4,,,,
1,"University of California, Berkeley",2019-2020,West Hills College Coalinga,2019-2020,African American Studies,AFRICAM,4B,Africa: History and Culture,4,,,,
1,"University of California, Berkeley",2019-2020,Long Beach City College,2019-2020,African American Studies,AFRICAM,4B,Africa: History and Culture,4,,,,
1,"University of California, Berkeley",2019-2020,Cerro Coso Community College,2019-2020,African American Studies,AFRICAM,4B,Africa: History and Culture,4,,,,
1,"University of California, Berkeley",2019-2020,Porterville College,2019-2020,African American Studies,AFRICAM,4B,Africa: History and Culture,4,,,,
1,"University of California, Berkeley",2019-2020,Glendale Community College,2019-2020,African American Studies,AFRICAM,4B,Africa: History and Culture,4,,,,
1,"University of California, Berkeley",2019-2020,Oxnard College,2019-2020,African American Studies,AFRICAM,4B,Africa: History and Culture,4,,,,
1,"University of California, Berkeley",2019-2020,West Valley College,2019-2020,African American Studies,AFRICAM,4B,Africa: History and Culture,4,,,,
1,"University of California, Berkeley",2019-2020,Rio Hondo College,2019-2020,African American Studies,AFRICAM,4B,Africa: History and Culture,4,,,,
1,"University of California, Berkeley",2019-2020,Los Angeles Mission College,2019-2020,African American Studies,AFRICAM,4B,Africa: History and Culture,4,,,,
1,"University of California, Berkeley",2019-2020,Los Angeles Trade Technical College,2019-2020,African American Studies,AFRICAM,4B,Africa: History and Culture,4,,,,
1,"University of California, Berkeley",2019-2020,Los Medanos College,2019-2020,African American Studies,AFRICAM,4B,Africa: History and Culture,4,,,,
2,"University of California, Berkeley",2019-2020,Cypress College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,HIST,130 C,African-American History in the United States,3
2,"University of California, Berkeley",2019-2020,Grossmont College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,CCS,180,U.S. History: Black Perspectives I,3
2,"University of California, Berkeley",2019-2020,Merritt College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,AFRAM || AFRAM,31 || 32 - African-American History: 1945 to Present (3.00,African-American History: 1865 to 1945 || African-American History: 1945 to Present,3
2,"University of California, Berkeley",2019-2020,Sierra College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,SSCI,20,African American Culture and Experience,3
2,"University of California, Berkeley",2019-2020,Yuba College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,HIST,16A,African-American History to 1865,3
2,"University of California, Berkeley",2019-2020,Mission College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,HUM,18,African-American Culture and Humanities,3
2,"University of California, Berkeley",2019-2020,Canada College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,HIST,242,African-American History,3
2,"University of California, Berkeley",2019-2020,San Diego Miramar College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,BLAS,140A,"History of the United States, Black Perspectives",3
2,"University of California, Berkeley",2019-2020,Cerritos College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,HIST,110,African-American History,3
2,"University of California, Berkeley",2019-2020,Los Angeles City College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,AFRO,AM 7,African Americans and the Political System,3
2,"University of California, Berkeley",2019-2020,American River College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,HIST,320,History of the United States: African-American Emphasis,3
2,"University of California, Berkeley",2019-2020,San Diego City College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,BLAS,140A,"History of the United States, Black Perspectives",3
2,"University of California, Berkeley",2019-2020,Los Angeles Southwest College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,HISTORY,41,The African-American in the History of the United States I,3
2,"University of California, Berkeley",2019-2020,San Diego Mesa College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,BLAS,140A,"History of the United States, Black Perspectives",3
2,"University of California, Berkeley",2019-2020,Fresno City College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,AFRAM,5,The African Diaspora of the Americas,3
2,"University of California, Berkeley",2019-2020,City College of San Francisco,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,HIST,41A,The African American in the United States From the Colonial Era to the Civil War,3
2,"University of California, Berkeley",2019-2020,Shasta College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,HIST,25,African American History,3
2,"University of California, Berkeley",2019-2020,Skyline College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,HIST,244,African-American History,3
2,"University of California, Berkeley",2019-2020,Southwestern College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,HIST,110,African-American History I,3
2,"University of California, Berkeley",2019-2020,Santa Barbara City College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,BLST,101,The African-American in U.S. History to World War II,3
2,"University of California, Berkeley",2019-2020,Santa Ana College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,ENGL,245,The Image of African Americans in Literature and Films,3
2,"University of California, Berkeley",2019-2020,East Los Angeles College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,AFRO,AM 4,The African-American in the History of the U.S. I,3
2,"University of California, Berkeley",2019-2020,Cabrillo College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,HIST,29A,African-American History to 1865,3
2,"University of California, Berkeley",2019-2020,Cuyamaca College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,HIST,180,U.S. History: Black Perspectives I,3
2,"University of California, Berkeley",2019-2020,Bakersfield College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,HIST,B20A,African American History of the United States,3
2,"University of California, Berkeley",2019-2020,Laney College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,AFRAM,30,African-American History: Africa to 1865,3
2,"University of California, Berkeley",2019-2020,Chaffey College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,HIST,50,African-American History I,3
2,"University of California, Berkeley",2019-2020,Citrus College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,HIST,111,History of the African Americans to 1876,3
2,"University of California, Berkeley",2019-2020,Glendale Community College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,ETH,S 132,The African American Experience in the United States,3
2,"University of California, Berkeley",2019-2020,Oxnard College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,HIST,R108,African-American History,3
2,"University of California, Berkeley",2019-2020,West Valley College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,HIST,12,African-American History,3
2,"University of California, Berkeley",2019-2020,Chabot College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,HIS && HIS,62 && 63,The African-American Experience in U.S. History Through Civil War && The African-American Experience in U.S. History from Reconstruction,3.00 && 3.00
2,"University of California, Berkeley",2019-2020,Sacramento City College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,HIST && ETHNS,320 && 320,History of the United States: African-American Emphasis && The African American Experience,3.00 && 3.00
2,"University of California, Berkeley",2019-2020,College of Alameda,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,AFRAM && AFRAM,30 && 31,African-American History: Africa to 1865 && African-American History: 1865 to 1945,3.00 && 3.00
2,"University of California, Berkeley",2019-2020,Contra Costa College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,HIST || HIST,122 - History of African Americans in the United States (Pre- Colonial || 123,History of African Americans in the United States (Pre- Colonial - 1865) || History of African Americans in the United States (1865 to the Present),3.00 || 3.00
2,"University of California, Berkeley",2019-2020,San Bernardino Valley College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,HIST || HIST,138 || 139,African-American History to 1877 || African-American History 1877 to Present,3.00 || 3.00
2,"University of California, Berkeley",2019-2020,Ventura College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,HIST || AES,V43 || V40A,United States History: Focus on African Americans to Reconstruction || United States History: Focus on African Americans to Reconstruction,3.00 || 3.00
2,"University of California, Berkeley",2019-2020,De Anza College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,ICS || ICS,18A || 18B,African American History to 1865 || African American History Since 1865,4.00 || 4.00
2,"University of California, Berkeley",2019-2020,Imperial Valley College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,,,,
2,"University of California, Berkeley",2019-2020,MiraCosta College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,,,,
2,"University of California, Berkeley",2019-2020,Los Angeles Harbor College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,,,,
2,"University of California, Berkeley",2019-2020,Antelope Valley College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,,,,
2,"University of California, Berkeley",2019-2020,Irvine Valley College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,,,,
2,"University of California, Berkeley",2019-2020,Pasadena City College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,,,,
2,"University of California, Berkeley",2019-2020,Woodland Community College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,,,,
2,"University of California, Berkeley",2019-2020,Gavilan College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,,,,
2,"University of California, Berkeley",2019-2020,Los Angeles Pierce College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,,,,
2,"University of California, Berkeley",2019-2020,Santa Monica College,2019-2020,African American Studies,AFRICAM,5A,African American Life and Culture in the United States,4,,,,
